Statistical profiling result from isolate-0x42f7a50-v8.log, (478 ticks, 2 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      4   57.1%        Script: ~<anonymous> crypto.js:1:11
      4  100.0%          LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:301:44
      4  100.0%            LazyCompile: ~NativeModule.require internal/bootstrap/loaders.js:148:34
      1   14.3%        Script: ~<anonymous> internal/util.js:1:11
      1  100.0%          LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:301:44
      1  100.0%            LazyCompile: ~NativeModule.require internal/bootstrap/loaders.js:148:34
      1   14.3%        Script: ~<anonymous> internal/child_process.js:1:11
      1  100.0%          LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:301:44
      1  100.0%            LazyCompile: ~NativeModule.require internal/bootstrap/loaders.js:148:34
      1   14.3%        LazyCompile: ~internalBinding internal/bootstrap/loaders.js:100:47
      1  100.0%          Script: ~<anonymous> internal/async_hooks.js:1:11
      1  100.0%            LazyCompile: ~NativeModule.compile internal/bootstrap/loaders.js:301:44

      5    1.0%  void node::StreamBase::JSMethod<node::LibuvStreamWrap, &(int node::StreamBase::WriteString<(node::encoding)1>(v8::FunctionCallbackInfo<v8::Value> const&))>(v8::FunctionCallbackInfo<v8::Value> const&)
      5  100.0%    v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
      5  100.0%      LazyCompile: ~handleWriteReq internal/stream_base_commons.js:12:24
      5  100.0%        LazyCompile: ~writeGeneric internal/stream_base_commons.js:70:22
      5  100.0%          LazyCompile: ~Socket._writeGeneric net.js:691:42
      5  100.0%            LazyCompile: ~Socket._write net.js:728:35

      5    1.0%  node::fs::InternalModuleStat(v8::FunctionCallbackInfo<v8::Value> const&)
      5  100.0%    v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
      5  100.0%      LazyCompile: ~stat internal/modules/cjs/loader.js:83:14
      4   80.0%        LazyCompile: ~Module._findPath internal/modules/cjs/loader.js:220:28
      4  100.0%          LazyCompile: ~Module._resolveFilename internal/modules/cjs/loader.js:547:35
      4  100.0%            LazyCompile: ~Module._load internal/modules/cjs/loader.js:502:24
      1   20.0%        LazyCompile: ~tryFile internal/modules/cjs/loader.js:193:17
      1  100.0%          LazyCompile: ~tryExtensions internal/modules/cjs/loader.js:208:23
      1  100.0%            LazyCompile: ~Module._findPath internal/modules/cjs/loader.js:220:28

